PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,addiction_binary
-1.7971548852954604,-0.24962879417342643,-0.0932822311568397,3.681772145661605,-0.8062793525994498,0.39956319490586045,-1.5296512875095856,-1.3112161757100569,0.08296428730112672,0.9937852683732739,0.39333674886242637,0.4041469766445338,0.8871729420604355,1.3477054923652938,0.8172127642562815,-2.0929278619055522,0.012507478333714418,0.9470672842913624,-0.2635671469142656,1.0376310784642784,0.48294174866107714,-1.4970145234545038,0.12824642425967964,-0.001553384642478018,1.0965299930034849,-0.18209221167175504,-0.044682043557362126,-0.23616885747077368,0.9626686565348981,-0.09691498824658636,-0.6140918923186623,0
4.509042886015148,0.26533069804011583,0.9812765292218782,0.1807046428410201,-1.1130458838604638,0.30241208164381295,0.1860635130810106,-1.5546410083358368,0.23856797466433038,0.34464496807190065,0.868041742572906,-1.3983144716286757,-0.44422794466608606,0.49298773863168865,0.6752527368736269,-0.8395664946347536,0.44321555536272655,0.04168029912051796,0.20627771118501928,-1.3857628463297813,0.08967708233170515,-0.769273346268067,-1.4547973678222306,0.4500257541784202,0.8076010034353952,0.6183349010628236,-0.32314744335855694,-0.9134468950995372,-0.7670684166779013,-0.4423062925190565,-0.3591711996951809,1
2.29326411570754,1.2561348068339595,1.1990132489074363,1.990320405042537,0.26993586366610317,0.8545678447841168,-2.5197300852684053,0.283538643484475,-0.7493734714725674,1.3833194004787408,1.440679903634124,0.17812374871960884,0.4382479335580198,0.15927533570488725,0.5660161618242366,1.241478822579322,-0.6612957808452722,0.574181853883134,0.1588698451163226,-0.24699459912708735,1.016160940410821,0.08294075549427317,-1.4311524699530462,-0.8326994503000085,0.44160067901271893,0.8301416317780774,0.485845494421613,-0.03505526319678281,0.22008694804794085,0.3912692327438972,-0.006030801564128408,0
-0.13469191512652232,2.4220207021208044,-0.5490798821400398,-0.13349197153397635,2.074539323888072,0.16650383953988446,0.4579172385224548,-1.1241313750683388,0.1504433798567028,0.4967373706271921,0.40239653114517987,1.460044117161804,-0.500495478151,1.4484990211247808,-1.209577548981208,1.4026473527913104,2.2163665813503823,0.8076114643073423,1.1984077987267556,-1.256766663490188,0.45081704078566903,0.23273217169633875,-2.1149978126364135,0.7252850375298255,-0.1338073304791623,-1.3138759326001406,0.3889527964901913,0.1714397292785108,0.18146422785873179,0.7263032357426932,-0.42205043781181745,0
1.3251969933633156,-1.3385969850242119,-1.6982081966114093,0.5463091412218807,-0.7507500154962744,-1.7269045588007075,-1.5673886930749614,0.01326481345261228,-1.13049291056117,-0.0035510191126532542,0.003523262487589705,-1.4377367965792813,1.1474210693043956,-0.6476690503588337,-1.61957455940295,-1.3041973572270238,-0.06993693496864939,0.18417046317029875,0.8035874182265178,-0.004275247822344772,-0.2021052224039528,0.6977325167118243,-0.740962096757856,-0.08677624489624136,-1.0683687796077928,-0.6307069040832414,1.2506804850818614,0.8832799680579165,0.08444877457638993,-0.49141256046091447,-0.7310121370902822,0
-5.463383317994149,-2.070548151013494,-1.7575240020126472,-1.7905409455629442,0.4605681449407975,2.0534699221273844,0.5196101753503576,-0.3878088704122546,0.37896651189581937,0.6667095034287996,-0.08862069410851194,1.4383919747701244,0.39015566452772527,0.8472724750638956,-0.03765088535858674,0.6923578953249145,1.2491895217803186,-0.08303744908430949,0.9185011719853908,0.35283246723292994,-0.4951317701031821,-1.5281111203684978,1.8952418987354527,0.23788870153888997,-0.5566134094686064,0.6170223222258047,-1.3018008204873863,-0.1488493140493333,-0.6232622198626728,-0.40088598593949304,-0.3462008311364308,0
2.4189535806848603,1.2711841853972201,0.6076524463479943,0.61250915220524,1.826969780669995,-2.423394042727079,3.274458429417873,0.693979524018699,0.22765116025870827,1.0115958966684642,0.7369055024143596,0.3865543223807917,0.5587190134141122,-1.0926605692498121,1.4849661285020608,-1.7352862703261407,0.006448682299693379,1.0806781984992415,0.6533940785352188,-0.22034693440917064,-0.489730048084681,-0.14577484803787927,0.619706376606731,-1.4351870893753038,-1.288912174681625,-0.4574035149578755,0.4863301803984594,0.9404205007954912,-0.40857919916947427,-0.09018356904786766,-0.6147215419327132,0
-4.163939403903058,-1.7763895835394148,-1.1948120286997879,-0.17117433967702747,-0.26450369992954614,0.46077895216725784,-1.117641194614737,-1.1365846928833754,-2.3414462734899857,-1.3679379932183793,0.9028831062500718,-0.6010824306473525,0.2547247594715556,1.1112336547890191,0.6813826437549231,-0.30267479465787916,-0.5493341055704427,-0.6889888313518934,-0.460991129096395,0.33001974675476964,0.7723431298556704,-0.3968105831117247,0.09826816493808226,-0.8672156146344778,-0.8553562357814894,0.1984809368734541,-0.39144457222444307,0.2538064101368544,-0.3544738246087461,-0.41726740880033414,-0.1982665165331965,0
2.8356927615921537,0.46115236013242206,-2.6028385612383698,-2.0727620041882373,-1.1040092742820224,-2.876450822098964,2.131726649784009,-0.9708856917757422,2.298297726615281,-0.12200570557992198,-0.4698538754564167,-2.2108746535415844,-1.6166116221341107,0.18394565423509027,-1.4590535979148482,-1.579613373538045,-0.10628364790518417,1.5473394907043772,0.533774836281087,-2.4913882604172426,0.015191000835492527,-0.5304339130268234,-0.01874653500391836,-0.9872805483625349,0.15972389308707427,-0.16500289921087719,-0.37085187021690513,-0.13414258311621444,0.6442650189307373,0.603243549356636,-0.05786004148424234,0
-0.29106200989316205,2.322490222599823,2.000072606804493,-2.4841984590735406,0.8061329839694683,-1.2330107130573824,-0.5428396454579902,-0.7559760114468987,-1.276004043814269,1.6366274395517908,-0.8649395972765788,-2.619855801906173,0.6754438071721643,-0.9484450943787109,0.0672040600210667,-1.3644473865399853,0.030975629958491666,-2.632342808306443,0.5078957754609139,-0.2857207408938085,0.5570723599836815,-0.9329420615716811,0.5406016915900067,1.3967590865248742,-0.24149791514833555,-1.1943583820069799,-0.4446146935951179,-0.32324637660906463,0.6444543750518313,0.4589284142486932,0.2059172343604219,0
